"Y","X1","X2","X3"
0.519174333057091,0.691746760444554,0.882876177602892,-0.376605116918137
0.865019677423127,0.764094812635557,0.216012634594547,-0.512574707429182
0.512769756888992,-1.43324593188478,-1.01172843279826,-1.20440950117248
0.227053252320397,0.511183248158246,-0.687091248587558,0.0669415868405936
0.325408820413523,1.16307464483781,0.166182765131468,-1.81513836484274
0.411773453714315,-2.0808240380215,-1.25542528297675,-0.599154414808023
0.439181906038381,-1.22441212474982,0.538303852504693,-0.461123271171202
0.486407662990428,-0.407900573297011,1.05079483163253,2.44500640956357
0.973222285157142,1.06268893835205,-0.610985376547735,1.30434896196853
0.519286425087727,0.325096280067306,0.734156790523057,-0.0884689545713575
0.469436881052123,-2.61007516606864,-0.98082474127763,0.918122939311741
0.396282630433402,-1.33519407785119,-1.05439816068393,1.80544561334251
0.612860092856149,0.439370529302514,-0.3937200325484,-1.04593107800375
0.66375136091005,0.00522019875396818,-0.558880315716108,0.372512685139917
0.371630024725115,0.417951477434512,0.642167044095726,0.199560625233479
0.662402574225944,-1.01878995606217,-2.1152468400315,-0.941013870793885
0.470704079021976,-0.98045431603664,0.173945618503834,-0.394437364222814
0.829107538245904,2.10601782107538,1.84989754638656,0.51131933191015
0.207829678781524,-0.972732182397131,-0.253046495918639,-0.418332437751298
0.334258511562447,-0.166928545773705,-0.218048060970851,1.65273871073316
0.933800200068815,0.964635339823372,0.846414119920899,0.662721793200831
0.936294106063969,0.70559393322543,-0.38359526816031,0.230693325408332
0.974331127959388,0.999220185360975,-0.436941351517339,2.03647289048373
0.700201919073019,0.207492037771622,0.404902890019852,1.15621613086935
0.96019453887429,1.03784488098596,1.04287358892142,-0.783924691779899
0.246598960609182,0.86994364650739,1.81298650957576,1.20711179357741
0.277203562521377,-1.5364226797007,-0.797861644511972,0.50146262323999
0.869819343525951,-0.810356313920599,-0.294666709507119,0.853426163727113
0.619342246596339,1.51679620872489,-0.167156562907612,1.43109200348674
0.354342225357499,-1.78380363844657,-0.551507086298635,-0.580860541917068
0.406743071933085,-0.225788295433278,0.396264684639573,-1.31037559839494
0.731094262778295,-0.0786399214176288,0.419843464709227,0.345178993101842
0.669932642335042,-0.00983492932268033,-0.922242087698228,-1.1880668909962
0.571260241411972,-0.132049184736939,-1.10341621539059,-0.794838330401694
0.203659946313568,-1.45489771873342,-0.3387482952952,-0.0907528225106713
0.95340753567684,0.0462245759312244,-0.47909151228334,-1.24628250484349
0.764350498105763,-0.575239498753291,-0.478237683404709,-0.214546973668467
0.979783582867208,0.34260208193339,-0.644346516746767,0.541831321509822
0.567386836761067,0.663979570653611,-0.330544234709831,0.439124133628156
0.815966561576674,-0.684021624618009,0.221499912075671,1.46867677310938
0.892479727052543,1.03972088881509,0.702808689977253,-0.205206188158237
0.866830787869272,0.149064470289695,-0.260002255825685,0.67477738231835
0.362945438292636,0.345897771622135,1.94736256716411,0.55013459750982
0.371352886155809,-1.70067408942565,-1.6092676290015,-1.76265576399132
0.420432269900144,-0.922731634368694,-1.38077209126198,-0.435221078927717
0.484798280045096,1.13793388351883,1.3624892069794,0.00148477041362478
0.633611687865761,0.904059358963289,0.557166408932454,-0.629385264851947
0.561961396268948,0.587039801858467,0.472002149496607,-0.0144348988837567
0.148530525902847,-1.72775864056705,-0.519178830836576,0.531381551787058
0.527577269898933,-0.372419563999246,0.589515847277942,-0.0721561635260814
0.707767681055442,-0.435544249815236,-0.153131707245226,0.0152030187352588
0.862128293663605,-0.0325162923132122,0.235357153095389,-0.169534978971414
